family,genus,species,utm_zone,utm_x,utm_y,elev_m,coll_date
Asteraceae,Erigeron,leibergii,10.0,646653.0,5368218.0,1100.0,2002-08-10
Asteraceae,Erigeron,leibergii,10.0,646653.0,5368218.0,1100.0,2002-08-10
Brassicaceae,Arabis,holboellii,10.0,646653.0,5368218.0,1100.0,2002-08-10
Juncaceae,Juncus,drummondii,10.0,646066.0,5371376.0,1450.0,2002-08-10
Juncaceae,Juncus,drummondii,10.0,646066.0,5371376.0,1450.0,2002-08-10
Asteraceae,Solidago,canadensis,10.0,646113.0,5370027.0,1142.0,2002-08-10
Asteraceae,Solidago,canadensis,10.0,646113.0,5370027.0,1142.0,2002-08-10
Asteraceae,Solidago,canadensis,10.0,646113.0,5370027.0,1142.0,2002-08-10
Apiaceae,Lomatium,brandegei,10.0,646113.0,5370027.0,1142.0,2002-08-10
Asteraceae,Hieracium,albiflorum,10.0,646653.0,5368218.0,1100.0,2002-08-10
Asteraceae,Hieracium,albiflorum,10.0,646653.0,5368218.0,1100.0,2002-08-10
Asteraceae,Hieracium,albiflorum,10.0,646653.0,5368218.0,1100.0,2002-08-10
Taxaceae,Taxus,brevifolia,10.0,646653.0,5368218.0,1100.0,2002-08-10
Taxaceae,Taxus,brevifolia,10.0,646653.0,5368218.0,1100.0,2002-08-10
Taxaceae,Taxus,brevifolia,10.0,646653.0,5368218.0,1100.0,2002-08-10
Poaceae,Glyceria,elata,10.0,646653.0,5368218.0,1100.0,2002-08-10
Poaceae,Glyceria,elata,10.0,646653.0,5368218.0,1100.0,2002-08-10
Poaceae,Glyceria,elata,10.0,646653.0,5368218.0,1100.0,2002-08-10
Rosaceae,Sorbus,scopulina,10.0,646653.0,5368218.0,1100.0,2002-08-10
Rosaceae,Sorbus,scopulina,10.0,646653.0,5368218.0,1100.0,2002-08-10
Rosaceae,Sorbus,scopulina,10.0,646653.0,5368218.0,1100.0,2002-08-10
Caprifoliaceae,Lonicera,involucrata,10.0,646653.0,5368218.0,1100.0,2002-08-10
Caprifoliaceae,Lonicera,involucrata,10.0,646653.0,5368218.0,1100.0,2002-08-10
Caprifoliaceae,Lonicera,involucrata,10.0,646653.0,5368218.0,1100.0,2002-08-10
Dryopteridaceae,Athyrium,distentifolium,10.0,646066.0,5371376.0,1450.0,2002-08-10
Dryopteridaceae,Athyrium,distentifolium,10.0,646066.0,5371376.0,1450.0,2002-08-10
Dryopteridaceae,Athyrium,distentifolium,10.0,646066.0,5371376.0,1450.0,2002-08-10
Hydrophyllaceae,Phacelia,hastata,10.0,646066.0,5371376.0,1450.0,2002-08-10
Hydrophyllaceae,Phacelia,hastata,10.0,646066.0,5371376.0,1450.0,2002-08-10
Hydrophyllaceae,Phacelia,hastata,10.0,646066.0,5371376.0,1450.0,2002-08-10
Cyperaceae,Carex,pachystachya,10.0,646066.0,5371376.0,1450.0,2002-08-10
Cyperaceae,Carex,pachystachya,10.0,646066.0,5371376.0,1450.0,2002-08-10
Asteraceae,Artemisia,ludoviciana,10.0,646066.0,5371376.0,1450.0,2002-08-10
Asteraceae,Artemisia,ludoviciana,10.0,646066.0,5371376.0,1450.0,2002-08-10
Asteraceae,Artemisia,ludoviciana,10.0,646066.0,5371376.0,1450.0,2002-08-10
Asteraceae,Artemisia,ludoviciana,10.0,646066.0,5371376.0,1450.0,2002-08-10
Asteraceae,Agoseris,aurantiaca,10.0,646066.0,5371376.0,1450.0,2002-08-10
Grossulariaceae,Ribes,howellii,10.0,646066.0,5371376.0,1450.0,2002-08-10
Grossulariaceae,Ribes,howellii,10.0,646066.0,5371376.0,1450.0,2002-08-10
Grossulariaceae,Ribes,howellii,10.0,646066.0,5371376.0,1450.0,2002-08-10
Onagraceae,Epilobium,alpinum,10.0,646066.0,5371376.0,1450.0,2002-08-10
Onagraceae,Epilobium,alpinum,10.0,646066.0,5371376.0,1450.0,2002-08-10
Portulacaceae,Claytonia,lanceolata,10.0,646066.0,5371376.0,1450.0,2002-08-10
Rubiaceae,Galium,triflorum,10.0,646066.0,5371376.0,1450.0,2002-08-10
Rubiaceae,Galium,triflorum,10.0,646066.0,5371376.0,1450.0,2002-08-10
Rubiaceae,Galium,triflorum,10.0,646066.0,5371376.0,1450.0,2002-08-10
Cyperaceae,Carex,laeviculmis,10.0,646066.0,5371376.0,1450.0,2002-08-10
Cyperaceae,Carex,laeviculmis,10.0,646066.0,5371376.0,1450.0,2002-08-10
Cyperaceae,Carex,laeviculmis,10.0,646066.0,5371376.0,1450.0,2002-08-10
Liliaceae,Veratrum,viride,10.0,646066.0,5371376.0,1450.0,2002-08-10
Orchidaceae,Spiranthes,romanzoffiana,10.0,646113.0,5370027.0,1142.0,2002-08-10
Polygonaceae,Polygonum,minimum,10.0,646113.0,5370027.0,1142.0,2002-08-10
Polygonaceae,Polygonum,minimum,10.0,646113.0,5370027.0,1142.0,2002-08-10
Asteraceae,Arnica,longifolia,10.0,646653.0,5368218.0,1100.0,2002-08-10
Ericaceae,Cassiope,mertensiana,10.0,644169.0,5371697.0,2012.0,2002-08-10
Ericaceae,Cassiope,mertensiana,10.0,644169.0,5371697.0,2012.0,2002-08-10
Empetraceae,Empetrum,nigrum,10.0,644169.0,5371697.0,2012.0,2002-08-10
Empetraceae,Empetrum,nigrum,10.0,644169.0,5371697.0,2012.0,2002-08-10
Rosaceae,Luetkea,pectinata,10.0,644169.0,5371697.0,2012.0,2002-08-10
Rosaceae,Luetkea,pectinata,10.0,644169.0,5371697.0,2012.0,2002-08-10
Lycopodiaceae,Diphasiastrum,sitchense,10.0,644169.0,5371697.0,2012.0,2002-08-10
Lycopodiaceae,Diphasiastrum,sitchense,10.0,644169.0,5371697.0,2012.0,2002-08-10
Lycopodiaceae,Diphasiastrum,sitchense,10.0,644169.0,5371697.0,2012.0,2002-08-10
Pinaceae,Pinus,contorta,10.0,644169.0,5371697.0,2012.0,2002-08-10
Pinaceae,Pinus,contorta,10.0,644169.0,5371697.0,2012.0,2002-08-10
Polygonaceae,Eriogonum,pyrolifolium,10.0,644169.0,5371697.0,2012.0,2002-08-10
Polygonaceae,Eriogonum,pyrolifolium,10.0,644169.0,5371697.0,2012.0,2002-08-10
Valerianaceae,Valeriana,sitchensis,10.0,643879.0,5371421.0,1890.0,2002-08-10
Valerianaceae,Valeriana,sitchensis,10.0,643879.0,5371421.0,1890.0,2002-08-10
Poaceae,Danthonia,intermedia,10.0,643879.0,5371421.0,1890.0,2002-08-10
Poaceae,Danthonia,intermedia,10.0,643879.0,5371421.0,1890.0,2002-08-10
Poaceae,Poa,cusickii,10.0,643879.0,5371421.0,1890.0,2002-08-10
Asteraceae,Arnica,longifolia,10.0,646653.0,5368218.0,1100.0,2002-08-10
Asteraceae,Arnica,longifolia,10.0,646653.0,5368218.0,1100.0,2002-08-10
Juncaceae,Juncus,drummondii,10.0,646066.0,5371376.0,1450.0,2002-08-10
Apiaceae,Lomatium,brandegei,10.0,646113.0,5370027.0,1142.0,2002-08-10
Apiaceae,Lomatium,brandegei,10.0,646113.0,5370027.0,1142.0,2002-08-10
Apiaceae,Lomatium,brandegei,10.0,646113.0,5370027.0,1142.0,2002-08-10
Poaceae,Deschampsia,atropurpurea,10.0,643879.0,5371421.0,1890.0,2002-08-10
Scrophulariaceae,Castilleja,hispida,10.0,643879.0,5371421.0,1890.0,2002-08-10
Scrophulariaceae,Castilleja,hispida,10.0,643879.0,5371421.0,1890.0,2002-08-10
Scrophulariaceae,Castilleja,parviflora,10.0,643879.0,5371421.0,1890.0,2002-08-10
Scrophulariaceae,Castilleja,parviflora,10.0,643879.0,5371421.0,1890.0,2002-08-10
Asteraceae,Artemisia,norvegica,10.0,643879.0,5371421.0,1890.0,2002-08-10
Asteraceae,Artemisia,norvegica,10.0,643879.0,5371421.0,1890.0,2002-08-10
Asteraceae,Artemisia,norvegica,10.0,643879.0,5371421.0,1890.0,2002-08-10
Polemoniaceae,Phlox,diffusa,10.0,643879.0,5371421.0,1890.0,2002-08-10
Polemoniaceae,Phlox,diffusa,10.0,643879.0,5371421.0,1890.0,2002-08-10
Scrophulariaceae,Veronica,cusickii,10.0,643879.0,5371421.0,1890.0,2002-08-10
Apiaceae,Lomatium,martindalei,10.0,643879.0,5371421.0,1890.0,2002-08-10
Rosaceae,Potentilla,flabellifolia,10.0,643879.0,5371421.0,1890.0,2002-08-10
Rosaceae,Rubus,idaeus,10.0,636621.0,5420424.0,620.0,2002-07-13
Liliaceae,Lilium,columbianum,10.0,636621.0,5420424.0,620.0,2002-07-13
Ericaceae,Pyrola,asarifolia,10.0,636621.0,5420424.0,620.0,2002-07-13
Salicaceae,Populus,tremuloides,10.0,636621.0,5420424.0,620.0,2002-07-13
Lycopodiaceae,Lycopodium,annotinum,10.0,636621.0,5420424.0,620.0,2002-07-13
Cyperaceae,Carex,spectabilis,10.0,643879.0,5371421.0,1890.0,2002-08-10
Poaceae,Phleum,alpinum,10.0,643879.0,5371421.0,1890.0,2002-08-10
Saxifragaceae,Saxifraga,ferruginea,10.0,643879.0,5371421.0,1890.0,2002-08-10
Saxifragaceae,Saxifraga,ferruginea,10.0,643879.0,5371421.0,1890.0,2002-08-10
Saxifragaceae,Saxifraga,ferruginea,10.0,643879.0,5371421.0,1890.0,2002-08-10
Scrophulariaceae,Penstemon,procerus,10.0,643879.0,5371421.0,1890.0,2002-08-10
Scrophulariaceae,Penstemon,procerus,10.0,643879.0,5371421.0,1890.0,2002-08-10
Asteraceae,Erigeron,peregrinus,10.0,643879.0,5371421.0,1890.0,2002-08-10
Rosaceae,Sibbaldia,procumbens,10.0,643879.0,5371421.0,1890.0,2002-08-10
Rosaceae,Sibbaldia,procumbens,10.0,643879.0,5371421.0,1890.0,2002-08-10
Ericaceae,Vaccinium,deliciosum,10.0,643879.0,5371421.0,1890.0,2002-08-10
Ericaceae,Vaccinium,deliciosum,10.0,643879.0,5371421.0,1890.0,2002-08-10
Ericaceae,Vaccinium,deliciosum,10.0,643879.0,5371421.0,1890.0,2002-08-10
Asteraceae,Antennaria,lanata,10.0,643879.0,5371421.0,1890.0,2002-08-10
Poaceae,Agrostis,variabilis,10.0,643879.0,5371421.0,1890.0,2002-08-10
Polemoniaceae,Polemonium,elegans,10.0,644230.0,5372172.0,2317.0,2002-08-10
Polemoniaceae,Polemonium,elegans,10.0,644230.0,5372172.0,2317.0,2002-08-10
Polemoniaceae,Polemonium,elegans,10.0,644230.0,5372172.0,2317.0,2002-08-10
Polygonaceae,Oxyria,digyna,10.0,644230.0,5372172.0,2317.0,2002-08-10
Polygonaceae,Oxyria,digyna,10.0,644230.0,5372172.0,2317.0,2002-08-10
Brassicaceae,Draba,lonchocarpa,10.0,644230.0,5372172.0,2317.0,2002-08-10
Asteraceae,Haplopappus,lyallii,10.0,644230.0,5372172.0,2317.0,2002-08-10
Asteraceae,Haplopappus,lyallii,10.0,644230.0,5372172.0,2317.0,2002-08-10
Asteraceae,Haplopappus,lyallii,10.0,644230.0,5372172.0,2317.0,2002-08-10
Cupressaceae,Juniperus,communis,10.0,644230.0,5372172.0,2317.0,2002-08-10
Cupressaceae,Juniperus,communis,10.0,644230.0,5372172.0,2317.0,2002-08-10
Poaceae,Trisetum,spicatum,10.0,644230.0,5372172.0,2317.0,2002-08-10
Poaceae,Trisetum,spicatum,10.0,644230.0,5372172.0,2317.0,2002-08-10
Juncaceae,Luzula,spicata,10.0,644230.0,5372172.0,2317.0,2002-08-10
Juncaceae,Luzula,spicata,10.0,644230.0,5372172.0,2317.0,2002-08-10
Saxifragaceae,Saxifraga,oppositifolia,10.0,644230.0,5372172.0,2317.0,2002-08-10
Saxifragaceae,Saxifraga,oppositifolia,10.0,644230.0,5372172.0,2317.0,2002-08-10
Juncaceae,Luzula,piperi,10.0,644230.0,5372172.0,2317.0,2002-08-10
Juncaceae,Luzula,piperi,10.0,644230.0,5372172.0,2317.0,2002-08-10
Juncaceae,Luzula,piperi,10.0,644230.0,5372172.0,2317.0,2002-08-10
Caryophyllaceae,Silene,acaulis,10.0,644230.0,5372172.0,2317.0,2002-08-10
Caryophyllaceae,Silene,acaulis,10.0,644230.0,5372172.0,2317.0,2002-08-10
Selaginellaceae,Selaginella,densa,10.0,644230.0,5372172.0,2317.0,2002-08-10
Hydrophyllaceae,Phacelia,sericea,10.0,644230.0,5372172.0,2317.0,2002-08-10
Hydrophyllaceae,Phacelia,sericea,10.0,644230.0,5372172.0,2317.0,2002-08-10
Asteraceae,Antennaria,umbrinella,10.0,644230.0,5372172.0,2317.0,2002-08-10
Asteraceae,Antennaria,umbrinella,10.0,644230.0,5372172.0,2317.0,2002-08-10
Caryophyllaceae,Arenaria,rubella,10.0,644230.0,5372172.0,2317.0,2002-08-10
Asteraceae,Erigeron,aureus,10.0,644230.0,5372172.0,2317.0,2002-08-10
Asteraceae,Erigeron,aureus,10.0,644230.0,5372172.0,2317.0,2002-08-10
Cyperaceae,Carex,phaeocephala,10.0,644230.0,5372172.0,2317.0,2002-08-10
Cyperaceae,Carex,phaeocephala,10.0,644230.0,5372172.0,2317.0,2002-08-10
Cyperaceae,Carex,breweri,10.0,644230.0,5372172.0,2317.0,2002-08-10
Cyperaceae,Carex,breweri,10.0,644230.0,5372172.0,2317.0,2002-08-10
Poaceae,Poa,cusickii,10.0,644230.0,5372172.0,2317.0,2002-08-10
Poaceae,Poa,cusickii,10.0,644230.0,5372172.0,2317.0,2002-08-10
Poaceae,Poa,cusickii,10.0,644230.0,5372172.0,2317.0,2002-08-10
Juncaceae,Juncus,drummondii,10.0,644230.0,5372172.0,2317.0,2002-08-10
Juncaceae,Juncus,drummondii,10.0,644230.0,5372172.0,2317.0,2002-08-10
Juncaceae,Juncus,drummondii,10.0,644230.0,5372172.0,2317.0,2002-08-10
Poaceae,Poa,lettermanii,10.0,644230.0,5372172.0,2317.0,2002-08-10
Ericaceae,Phyllodoce,glanduliflora,10.0,644230.0,5372172.0,2317.0,2002-08-10
Ericaceae,Phyllodoce,glanduliflora,10.0,644230.0,5372172.0,2317.0,2002-08-10
Saxifragaceae,Saxifraga,bronchialis,10.0,644230.0,5372172.0,2317.0,2002-08-10
Saxifragaceae,Saxifraga,bronchialis,10.0,644230.0,5372172.0,2317.0,2002-08-10
Brassicaceae,Draba,lonchocarpa,10.0,644230.0,5372172.0,2317.0,2002-08-10
Brassicaceae,Smelowskia,ovalis,10.0,644230.0,5372172.0,2317.0,2002-08-10
Cyperaceae,Carex,phaeocephala,10.0,644230.0,5372172.0,2317.0,2002-08-10
Cyperaceae,Carex,phaeocephala,10.0,644230.0,5372172.0,2317.0,2002-08-10
Cyperaceae,Carex,phaeocephala,10.0,644230.0,5372172.0,2317.0,2002-08-10
Poaceae,Festuca,ovina,10.0,644230.0,5372172.0,2317.0,2002-08-10
Poaceae,Festuca,ovina,10.0,644230.0,5372172.0,2317.0,2002-08-10
Scrophulariaceae,Penstemon,davidsonii,10.0,644230.0,5372172.0,2317.0,2002-08-10
Scrophulariaceae,Penstemon,davidsonii,10.0,644230.0,5372172.0,2317.0,2002-08-10
Cyperaceae,Carex,pyrenaica,10.0,644230.0,5372172.0,2317.0,2002-08-10
Cyperaceae,Carex,pyrenaica,10.0,644230.0,5372172.0,2317.0,2002-08-10
Poaceae,Poa,alpina,10.0,644230.0,5372172.0,2317.0,2002-08-10
Poaceae,Poa,alpina,10.0,644230.0,5372172.0,2317.0,2002-08-10
Poaceae,Poa,interior,10.0,644169.0,5371697.0,2012.0,2002-08-10
Poaceae,Poa,interior,10.0,644169.0,5371697.0,2012.0,2002-08-10
Poaceae,Poa,interior,10.0,644169.0,5371697.0,2012.0,2002-08-10
Ericaceae,Phyllodoce,empetriformis,10.0,644169.0,5371697.0,2012.0,2002-08-10
Ericaceae,Phyllodoce,empetriformis,10.0,644169.0,5371697.0,2012.0,2002-08-10
Poaceae,Poa,cusickii,10.0,643879.0,5371421.0,1890.0,2002-08-10
Poaceae,Trisetum,spicatum,10.0,643879.0,5371421.0,1890.0,2002-08-10
Poaceae,Deschampsia,atropurpurea,10.0,643879.0,5371421.0,1890.0,2002-08-10
Liliaceae,Lilium,columbianum,10.0,636621.0,5420424.0,620.0,2002-07-13
Violaceae,Viola,orbiculata,10.0,636621.0,5420424.0,620.0,2002-07-13
Violaceae,Viola,orbiculata,10.0,636621.0,5420424.0,620.0,2002-07-13
Violaceae,Viola,orbiculata,10.0,636621.0,5420424.0,620.0,2002-07-13
Ericaceae,Chimaphila,menziesii,10.0,636621.0,5420424.0,620.0,2002-07-13
Ericaceae,Chimaphila,menziesii,10.0,636621.0,5420424.0,620.0,2002-07-13
Ericaceae,Chimaphila,menziesii,10.0,636621.0,5420424.0,620.0,2002-07-13
Ericaceae,Vaccinium,ovalifolium,10.0,636621.0,5420424.0,620.0,2002-07-13
Ericaceae,Vaccinium,ovalifolium,10.0,636621.0,5420424.0,620.0,2002-07-13
Ericaceae,Vaccinium,ovalifolium,10.0,636621.0,5420424.0,620.0,2002-07-13
Ophioglossaceae,Botrychium,lanceolatum,10.0,642001.0,5371259.0,366.0,2002-08-10
Ophioglossaceae,Botrychium,multifidum,10.0,642001.0,5371259.0,366.0,2002-08-10
Ophioglossaceae,Botrychium,lunaria,10.0,643214.0,5372722.0,1784.0,2002-08-10
Ophioglossaceae,Botrychium,lunaria,10.0,643214.0,5372722.0,1784.0,2002-08-10
Lycopodiaceae,Diphasiastrum,alpinum,10.0,643620.0,5370954.0,1951.0,2002-09-13
Lycopodiaceae,Diphasiastrum,alpinum,10.0,643620.0,5370954.0,1951.0,2002-09-13
Ericaceae,Vaccinium,alaskaense,10.0,641260.0,5393520.0,,2002-06-15
Asteraceae,Madia,minima,10.0,646113.0,5370027.0,1142.0,2002-08-10
Pteridaceae,Aspidotis,densa,10.0,646113.0,5370027.0,1142.0,2002-08-10
Pteridaceae,Aspidotis,densa,10.0,646113.0,5370027.0,1142.0,2002-08-10
Pteridaceae,Aspidotis,densa,10.0,646113.0,5370027.0,1142.0,2002-08-10
Ophioglossaceae,Botrychium,multifidum,10.0,642001.0,5371259.0,366.0,2002-08-10
Ophioglossaceae,Botrychium,multifidum,10.0,642001.0,5371259.0,366.0,2002-08-10
Rosaceae,Potentilla,flabellifolia,10.0,643879.0,5371421.0,1890.0,2002-08-10
Poaceae,Agrostis,variabilis,10.0,643879.0,5371421.0,1890.0,2002-08-10
Ericaceae,Kalmia,microphylla,10.0,643879.0,5371421.0,1829.0,2002-08-10
Ericaceae,Kalmia,microphylla,10.0,643879.0,5371421.0,1829.0,2002-08-10
Cyperaceae,Carex,spectabilis,10.0,644285.0,5369462.0,1433.0,2002-08-10
Cyperaceae,Carex,spectabilis,10.0,644285.0,5369462.0,1433.0,2002-08-10
Cyperaceae,Carex,spectabilis,10.0,644285.0,5369462.0,1433.0,2002-08-10
Ericaceae,Vaccinium,deliciosum,10.0,644285.0,5369462.0,1433.0,2002-08-10
Betulaceae,Alnus,viridis,10.0,636621.0,5420424.0,620.0,2002-07-13
Aceraceae,Acer,circinatum,10.0,636621.0,5420424.0,620.0,2002-07-13
Aceraceae,Acer,circinatum,10.0,636621.0,5420424.0,620.0,2002-07-13
Asteraceae,Petasites,frigidus,10.0,644431.0,5369273.0,1424.0,2002-08-10
Ericaceae,Vaccinium,alaskaense,10.0,641260.0,5393520.0,,2002-06-15
Ericaceae,Vaccinium,alaskaense,10.0,641260.0,5393520.0,,2002-06-15
Scrophulariaceae,Penstemon,davidsonii,10.0,638093.0,5395232.0,819.0,2002-06-15
Scrophulariaceae,Penstemon,davidsonii,10.0,638093.0,5395232.0,819.0,2002-06-15
Scrophulariaceae,Penstemon,davidsonii,10.0,638093.0,5395232.0,819.0,2002-06-15
Rosaceae,Rubus,ursinus,10.0,638093.0,5395232.0,819.0,2002-06-15
Rosaceae,Rubus,ursinus,10.0,638093.0,5395232.0,819.0,2002-06-15
Rosaceae,Rubus,ursinus,10.0,638093.0,5395232.0,819.0,2002-06-15
Violaceae,Viola,glabella,10.0,638093.0,5395232.0,819.0,2002-06-15
Violaceae,Viola,glabella,10.0,638093.0,5395232.0,819.0,2002-06-15
Ericaceae,Menziesia,ferruginea,10.0,641260.0,5393520.0,,2002-06-15
Rosaceae,Potentilla,arguta,10.0,640420.0,5419963.0,590.0,2002-07-13
Poaceae,Elymus,glaucus,10.0,640420.0,5419963.0,590.0,2002-07-13
Poaceae,Elymus,glaucus,10.0,640420.0,5419963.0,590.0,2002-07-13
Saxifragaceae,Leptarrhena,pyrolifolia,10.0,643879.0,5371421.0,1829.0,2002-08-10
Saxifragaceae,Leptarrhena,pyrolifolia,10.0,643879.0,5371421.0,1829.0,2002-08-10
Lycopodiaceae,Huperzia,haleakalae,10.0,643879.0,5371421.0,1829.0,2002-08-10
Ranunculaceae,Caltha,biflora,10.0,643879.0,5371421.0,1829.0,2002-08-10
Ranunculaceae,Caltha,biflora,10.0,643879.0,5371421.0,1829.0,2002-08-10
Ranunculaceae,Ranunculus,eschscholtzii,10.0,643879.0,5371421.0,1829.0,2002-08-10
Ranunculaceae,Ranunculus,eschscholtzii,10.0,643879.0,5371421.0,1829.0,2002-08-10
Asteraceae,Petasites,frigidus,10.0,643879.0,5371421.0,1829.0,2002-08-10
Asteraceae,Petasites,frigidus,10.0,643879.0,5371421.0,1829.0,2002-08-10
Cyperaceae,Carex,nigricans,10.0,643879.0,5371421.0,1829.0,2002-08-10
Cyperaceae,Carex,nigricans,10.0,643879.0,5371421.0,1829.0,2002-08-10
Cyperaceae,Carex,nigricans,10.0,643879.0,5371421.0,1829.0,2002-08-10
Pinaceae,Larix,lyallii,10.0,645017.0,5371611.0,2134.0,2002-08-10
Pinaceae,Larix,lyallii,10.0,645017.0,5371611.0,2134.0,2002-08-10
Onagraceae,Epilobium,clavatum,10.0,643879.0,5371421.0,1890.0,2002-08-10
Onagraceae,Epilobium,clavatum,10.0,643879.0,5371421.0,1890.0,2002-08-10
Ericaceae,Arctostaphylos,uva-ursi,10.0,645459.0,5413630.0,511.0,2002-07-12
Ericaceae,Arctostaphylos,uva-ursi,10.0,645459.0,5413630.0,511.0,2002-07-12
Ericaceae,Arctostaphylos,uva-ursi,10.0,645459.0,5413630.0,511.0,2002-07-12
Berberidaceae,Berberis,nervosa,10.0,645459.0,5413630.0,511.0,2002-07-12
Berberidaceae,Berberis,nervosa,10.0,645459.0,5413630.0,511.0,2002-07-12
Berberidaceae,Berberis,nervosa,10.0,645459.0,5413630.0,511.0,2002-07-12
Rosaceae,Rosa,gymnocarpa,10.0,645775.0,5413602.0,502.0,2002-07-12
Rosaceae,Rosa,gymnocarpa,10.0,645775.0,5413602.0,502.0,2002-07-12
Rosaceae,Rosa,gymnocarpa,10.0,645775.0,5413602.0,502.0,2002-07-12
Saxifragaceae,Heuchera,micrantha,10.0,645489.0,5414517.0,516.0,2002-07-12
Saxifragaceae,Heuchera,micrantha,10.0,645489.0,5414517.0,516.0,2002-07-12
Saxifragaceae,Heuchera,micrantha,10.0,645489.0,5414517.0,516.0,2002-07-12
Caryophyllaceae,Arenaria,macrophylla,10.0,645489.0,5414517.0,516.0,2002-07-12
Caryophyllaceae,Arenaria,macrophylla,10.0,645489.0,5414517.0,516.0,2002-07-12
Caryophyllaceae,Arenaria,macrophylla,10.0,645489.0,5414517.0,516.0,2002-07-12
Pteridaceae,Cryptogramma,acrostichoides,10.0,644522.0,5416137.0,549.0,2002-07-12
Pteridaceae,Cryptogramma,acrostichoides,10.0,644522.0,5416137.0,549.0,2002-07-12
Pteridaceae,Cryptogramma,acrostichoides,10.0,644522.0,5416137.0,549.0,2002-07-12
Pteridaceae,Aspidotis,densa,10.0,644522.0,5416137.0,549.0,2002-07-12
Pteridaceae,Aspidotis,densa,10.0,644522.0,5416137.0,549.0,2002-07-12
Pteridaceae,Aspidotis,densa,10.0,644522.0,5416137.0,549.0,2002-07-12
Dryopteridaceae,Cystopteris,fragilis,10.0,644522.0,5416137.0,549.0,2002-07-12
Dryopteridaceae,Cystopteris,fragilis,10.0,644522.0,5416137.0,549.0,2002-07-12
Dryopteridaceae,Cystopteris,fragilis,10.0,644522.0,5416137.0,549.0,2002-07-12
Cupressaceae,Juniperus,scopulorum,10.0,644522.0,5416137.0,549.0,2002-07-12
Cupressaceae,Juniperus,scopulorum,10.0,644522.0,5416137.0,549.0,2002-07-12
Cupressaceae,Juniperus,scopulorum,10.0,644522.0,5416137.0,549.0,2002-07-12
Asteraceae,Hieracium,scouleri,10.0,644522.0,5416137.0,549.0,2002-07-12
Asteraceae,Hieracium,scouleri,10.0,644522.0,5416137.0,549.0,2002-07-12
Asteraceae,Hieracium,scouleri,10.0,644522.0,5416137.0,549.0,2002-07-12
Apiaceae,Lomatium,nudicaule,10.0,644522.0,5416137.0,549.0,2002-07-12
Apiaceae,Lomatium,nudicaule,10.0,644522.0,5416137.0,549.0,2002-07-12
Apiaceae,Lomatium,nudicaule,10.0,644522.0,5416137.0,549.0,2002-07-12
Ericaceae,Pyrola,asarifolia,10.0,636621.0,5420424.0,620.0,2002-07-13
Ericaceae,Pyrola,asarifolia,10.0,636621.0,5420424.0,620.0,2002-07-13
Lycopodiaceae,Lycopodium,annotinum,10.0,636621.0,5420424.0,620.0,2002-07-13
Lycopodiaceae,Lycopodium,annotinum,10.0,636621.0,5420424.0,620.0,2002-07-13
Lycopodiaceae,Diphasiastrum,complanatum,10.0,636621.0,5420424.0,620.0,2002-07-13
Lycopodiaceae,Diphasiastrum,complanatum,10.0,636621.0,5420424.0,620.0,2002-07-13
Lycopodiaceae,Diphasiastrum,complanatum,10.0,636621.0,5420424.0,620.0,2002-07-13
Lycopodiaceae,Diphasiastrum,complanatum,10.0,636621.0,5420424.0,620.0,2002-07-13
Lycopodiaceae,Lycopodium,clavatum,10.0,636621.0,5420424.0,620.0,2002-07-13
Lycopodiaceae,Lycopodium,clavatum,10.0,636621.0,5420424.0,620.0,2002-07-13
Orchidaceae,Corallorhiza,mertensiana,10.0,636621.0,5420424.0,620.0,2002-07-13
Orchidaceae,Corallorhiza,mertensiana,10.0,636621.0,5420424.0,620.0,2002-07-13
Orchidaceae,Corallorhiza,mertensiana,10.0,636621.0,5420424.0,620.0,2002-07-13
Betulaceae,Alnus,viridis,10.0,636621.0,5420424.0,620.0,2002-07-13
Rosaceae,Rubus,idaeus,10.0,646066.0,5371376.0,1455.0,2002-08-10
Rosaceae,Rubus,idaeus,10.0,646066.0,5371376.0,1455.0,2002-08-10
Onagraceae,Epilobium,glaberrimum,10.0,646066.0,5371376.0,1455.0,2002-08-10
Campanulaceae,Campanula,rotundifolia,10.0,646113.0,5370027.0,1142.0,2002-08-10
Aceraceae,Acer,circinatum,10.0,646653.0,5368218.0,1100.0,2002-08-10
Aceraceae,Acer,circinatum,10.0,646653.0,5368218.0,1100.0,2002-08-10
Aceraceae,Acer,circinatum,10.0,646653.0,5368218.0,1100.0,2002-08-10
Aceraceae,Acer,glabrum,10.0,646653.0,5368218.0,1100.0,2002-08-10
Aceraceae,Acer,glabrum,10.0,646653.0,5368218.0,1100.0,2002-08-10
Aceraceae,Acer,glabrum,10.0,646653.0,5368218.0,1100.0,2002-08-10
Orchidaceae,Calypso,bulbosa,10.0,638023.0,5395306.0,841.0,2002-06-15
Celastraceae,Pachistima,myrsinites,10.0,638023.0,5395306.0,841.0,2002-06-15
Celastraceae,Pachistima,myrsinites,10.0,638023.0,5395306.0,841.0,2002-06-15
Celastraceae,Pachistima,myrsinites,10.0,638023.0,5395306.0,841.0,2002-06-15
Celastraceae,Pachistima,myrsinites,10.0,638023.0,5395306.0,841.0,2002-06-15
Ericaceae,Vaccinium,parvifolium,10.0,638023.0,5395306.0,841.0,2002-06-15
Ericaceae,Vaccinium,parvifolium,10.0,638023.0,5395306.0,841.0,2002-06-15
